ticker,ltp_received_time,ltp_received_cpu,signal_generated_time,signal_generated_cpu,order_submitted_time,order_submitted_cpu,delta_signal,delta_signal_cpu,delta_order,delta_order_cpu
AVGO,15013.4,256943574.5,15125.6,256944282.3,,,112.1,707.8,,
NVDA,15013.4,256943574.5,15128.0,256944284.7,,,114.6,710.2,,
JPM,15013.4,256943574.5,15130.4,256944287.1,,,117.0,712.6,,
PLTR,15013.4,256943574.5,15133.3,256944290.0,,,119.9,715.5,,
TSLA,15013.4,256943574.5,15135.7,256944292.4,,,122.3,717.9,,
AVGO,15192.7,257063656.0,15302.1,257064461.3,,,109.3,805.3,,
NVDA,15192.7,257063656.0,15304.5,257064463.7,,,111.7,807.7,,
JPM,15192.7,257063656.0,15306.8,257064466.0,,,114.1,810.0,,
PLTR,15192.7,257063656.0,15309.2,257064468.4,,,116.5,812.4,,
TSLA,15192.7,257063656.0,15311.5,257064470.7,,,118.8,814.8,,
AVGO,15370.5,257183872.2,15482.6,257184588.6,,,112.1,716.4,,
NVDA,15370.5,257183872.2,15485.0,257184591.0,,,114.5,718.8,,
JPM,15370.5,257183872.2,15487.3,257184593.4,,,116.8,721.2,,
PLTR,15370.5,257183872.2,15489.7,257184595.7,,,119.2,723.6,,
TSLA,15370.5,257183872.2,15492.1,257184598.1,,,121.6,725.9,,
AVGO,15549.4,257304045.1,15661.2,257304769.3,,,111.8,724.2,,
NVDA,15549.4,257304045.1,15664.1,257304772.2,,,114.7,727.1,,
JPM,15549.4,257304045.1,15666.5,257304774.6,,,117.1,729.5,,
PLTR,15549.4,257304045.1,15668.9,257304777.0,,,119.5,731.9,,
TSLA,15549.4,257304045.1,15671.3,257304779.3,,,121.9,734.2,,
AVGO,15728.0,257423167.6,15840.1,257423850.5,,,112.1,683.0,,
NVDA,15728.0,257423167.6,15842.9,257423853.2,,,114.9,685.7,,
JPM,15728.0,257423167.6,15845.2,257423855.5,,,117.2,688.0,,
PLTR,15728.0,257423167.6,15847.6,257423857.9,,,119.5,690.3,,
TSLA,15728.0,257423167.6,15849.9,257423860.2,,,121.9,692.7,,
AVGO,15907.9,257543489.0,16019.7,257544210.9,,,111.8,721.9,,
NVDA,15907.9,257543489.0,16022.6,257544213.7,,,114.7,724.8,,
JPM,15907.9,257543489.0,16025.0,257544216.2,,,117.1,727.2,,
PLTR,15907.9,257543489.0,16027.4,257544218.5,,,119.5,729.6,,
TSLA,15907.9,257543489.0,16029.8,257544220.9,,,121.9,731.9,,
AVGO,16087.5,257663592.2,16199.6,257664289.0,,,112.1,696.8,,
NVDA,16087.5,257663592.2,16202.0,257664291.4,,,114.5,699.2,,
JPM,16087.5,257663592.2,16204.4,257664293.8,,,116.9,701.6,,
PLTR,16087.5,257663592.2,16206.8,257664296.2,,,119.3,704.0,,
TSLA,16087.5,257663592.2,16209.2,257664298.6,,,121.7,706.4,,
AVGO,16266.9,257783660.1,16378.8,257784337.2,,,111.9,677.1,,
NVDA,16266.9,257783660.1,16381.2,257784339.6,,,114.4,679.6,,
JPM,16266.9,257783660.1,16383.6,257784342.0,,,116.8,681.9,,
PLTR,16266.9,257783660.1,16386.1,257784344.4,,,119.2,684.3,,
TSLA,16266.9,257783660.1,16388.5,257784346.8,,,121.6,686.7,,
AVGO,16447.2,257903737.0,16557.7,257904450.2,,,110.5,713.3,,
NVDA,16447.2,257903737.0,16560.1,257904452.7,,,112.9,715.7,,
JPM,16447.2,257903737.0,16562.5,257904455.0,,,115.3,718.0,,
PLTR,16447.2,257903737.0,16564.8,257904457.4,,,117.6,720.4,,
TSLA,16447.2,257903737.0,16567.2,257904459.7,,,120.0,722.8,,
AVGO,16624.8,258023839.6,16738.6,258024564.3,,,113.8,724.7,,
NVDA,16624.8,258023839.6,16741.0,258024566.7,,,116.3,727.1,,
JPM,16624.8,258023839.6,16743.4,258024569.1,,,118.6,729.5,,
PLTR,16624.8,258023839.6,16745.7,258024571.5,,,121.0,731.8,,
TSLA,16624.8,258023839.6,16748.1,258024573.8,,,123.3,734.2,,
AVGO,16804.8,258143937.9,16916.0,258144630.0,,,111.3,692.1,,
NVDA,16804.8,258143937.9,16918.9,258144632.8,,,114.1,694.9,,
JPM,16804.8,258143937.9,16921.3,258144635.2,,,116.5,697.3,,
PLTR,16804.8,258143937.9,16923.6,258144637.5,,,118.9,699.7,,
TSLA,16804.8,258143937.9,16926.0,258144639.9,,,121.2,702.0,,
AVGO,16985.0,258264009.2,17096.9,258264690.5,,,111.8,681.3,,
NVDA,16985.0,258264009.2,17099.3,258264693.0,,,114.3,683.7,,
JPM,16985.0,258264009.2,17101.7,258264695.3,,,116.7,686.1,,
PLTR,16985.0,258264009.2,17104.5,258264698.1,,,119.5,688.9,,
TSLA,16985.0,258264009.2,17106.9,258264700.5,,,121.9,691.3,,
AVGO,17165.9,258383097.3,17277.7,258383809.9,,,111.8,712.6,,
NVDA,17165.9,258383097.3,17280.1,258383812.3,,,114.2,715.0,,
JPM,17165.9,258383097.3,17282.5,258383814.6,,,116.6,717.4,,
PLTR,17165.9,258383097.3,17284.8,258383817.0,,,118.9,719.7,,
TSLA,17165.9,258383097.3,17287.2,258383819.4,,,121.3,722.1,,
AVGO,17343.8,258503233.0,17454.2,258503958.3,,,110.4,725.4,,
NVDA,17343.8,258503233.0,17456.6,258503960.8,,,112.8,727.8,,
JPM,17343.8,258503233.0,17459.0,258503963.1,,,115.2,730.2,,
PLTR,17343.8,258503233.0,17461.4,258503965.5,,,117.6,732.6,,
TSLA,17343.8,258503233.0,17463.8,258503967.9,,,120.0,734.9,,
AVGO,17522.4,258623352.6,17636.3,258624049.8,,,113.9,697.2,,
NVDA,17522.4,258623352.6,17638.7,258624052.1,,,116.3,699.6,,
JPM,17522.4,258623352.6,17641.0,258624054.5,,,118.6,701.9,,
PLTR,17522.4,258623352.6,17643.3,258624056.8,,,120.9,704.3,,
TSLA,17522.4,258623352.6,17645.7,258624059.1,,,123.3,706.6,,
AVGO,17704.1,258744142.1,17817.5,258744870.9,17820.5,258744987.1,113.4,728.8,116.4,845.0
NVDA,17704.1,258744142.1,17841.0,258745111.0,,,136.9,968.9,,
JPM,17704.1,258744142.1,17843.5,258745113.5,,,139.4,971.4,,
PLTR,17704.1,258744142.1,17846.4,258745116.3,,,142.3,974.2,,
TSLA,17704.1,258744142.1,17848.8,258745118.7,,,144.7,976.6,,
JPM,17907.1,258863462.6,18017.7,258864150.4,,,110.6,687.8,,
NVDA,17907.1,258863462.6,18020.2,258864152.8,,,113.1,690.3,,
PLTR,17907.1,258863462.6,18022.6,258864155.2,,,115.4,692.6,,
TSLA,17907.1,258863462.6,18024.9,258864157.6,,,117.8,695.0,,
JPM,18083.0,258983533.5,18194.0,258984638.2,,,111.0,1104.7,,
NVDA,18083.0,258983533.5,18196.5,258984640.6,,,113.4,1107.1,,
PLTR,18083.0,258983533.5,18199.3,258984643.3,,,116.2,1109.8,,
TSLA,18083.0,258983533.5,18201.7,258984645.8,,,118.7,1112.3,,
JPM,18260.2,259103032.3,18372.9,259103757.3,,,112.7,724.9,,
NVDA,18260.2,259103032.3,18375.3,259103759.7,,,115.1,727.3,,
PLTR,18260.2,259103032.3,18378.1,259103762.5,,,117.9,730.1,,
TSLA,18260.2,259103032.3,18380.5,259103764.9,,,120.4,732.6,,
JPM,18438.4,259223112.7,18550.4,259223821.2,,,112.1,708.4,,
NVDA,18438.4,259223112.7,18552.8,259223823.6,,,114.5,710.8,,
PLTR,18438.4,259223112.7,18555.2,259223825.9,,,116.8,713.2,,
TSLA,18438.4,259223112.7,18557.5,259223828.3,,,119.2,715.5,,
JPM,18614.3,259343246.4,18726.6,259343965.5,,,112.3,719.1,,
NVDA,18614.3,259343246.4,18729.0,259343967.9,,,114.7,721.5,,
PLTR,18614.3,259343246.4,18731.4,259343970.3,,,117.0,723.9,,
TSLA,18614.3,259343246.4,18733.7,259343972.7,,,119.4,726.3,,
JPM,18790.1,259463391.9,18901.5,259464098.5,,,111.4,706.7,,
NVDA,18790.1,259463391.9,18904.4,259464101.4,,,114.3,709.5,,
PLTR,18790.1,259463391.9,18906.8,259464103.8,,,116.7,712.0,,
TSLA,18790.1,259463391.9,18909.2,259464106.2,,,119.1,714.3,,
JPM,18967.7,259583478.7,19080.2,259584205.6,,,112.6,726.9,,
NVDA,18967.7,259583478.7,19082.6,259584208.0,,,115.0,729.3,,
PLTR,18967.7,259583478.7,19085.0,259584210.3,,,117.3,731.6,,
TSLA,18967.7,259583478.7,19087.4,259584212.7,,,119.7,734.0,,
JPM,19144.5,259703688.8,19257.4,259704385.7,19260.6,259704507.3,112.9,696.9,116.1,818.4
NVDA,19144.5,259703688.8,19281.3,259704647.0,,,136.8,958.1,,
PLTR,19144.5,259703688.8,19284.4,259704650.0,,,139.9,961.2,,
TSLA,19144.5,259703688.8,19286.8,259704652.4,,,142.3,963.6,,
NVDA,19344.4,259823045.8,19458.1,259823759.8,,,113.6,714.0,,
PLTR,19344.4,259823045.8,19460.9,259823762.6,,,116.5,716.8,,
TSLA,19344.4,259823045.8,19463.3,259823765.0,,,118.9,719.2,,
NVDA,19521.8,259943162.6,19630.5,259943911.0,,,108.7,748.4,,
PLTR,19521.8,259943162.6,19633.3,259943913.8,,,111.5,751.2,,
TSLA,19521.8,259943162.6,19635.8,259943916.3,,,114.0,753.7,,
NVDA,19690.4,260063286.1,19803.3,260064001.2,,,113.0,715.0,,
PLTR,19690.4,260063286.1,19806.5,260064004.3,,,116.2,718.2,,
TSLA,19690.4,260063286.1,19809.1,260064006.8,,,118.7,720.7,,
NVDA,19865.7,260183353.2,19975.3,260184049.0,,,109.7,695.8,,
PLTR,19865.7,260183353.2,19978.1,260184051.8,,,112.5,698.6,,
TSLA,19865.7,260183353.2,19980.6,260184054.2,,,114.9,701.0,,
NVDA,20037.5,260303413.9,20149.2,260304146.7,,,111.7,732.8,,
PLTR,20037.5,260303413.9,20151.7,260304149.1,,,114.2,735.2,,
TSLA,20037.5,260303413.9,20154.1,260304151.5,,,116.6,737.6,,
NVDA,20213.9,260423534.9,20324.1,260424254.0,,,110.3,719.1,,
PLTR,20213.9,260423534.9,20326.6,260424256.4,,,112.7,721.5,,
TSLA,20213.9,260423534.9,20328.9,260424258.8,,,115.1,723.9,,
NVDA,20388.9,260543641.4,20501.2,260544358.0,,,112.2,716.6,,
PLTR,20388.9,260543641.4,20504.0,260544360.9,,,115.1,719.4,,
TSLA,20388.9,260543641.4,20506.4,260544363.3,,,117.5,721.8,,
NVDA,20565.9,260663700.8,20676.3,260664392.3,,,110.4,691.5,,
PLTR,20565.9,260663700.8,20679.5,260664395.4,,,113.6,694.6,,
TSLA,20565.9,260663700.8,20682.1,260664398.0,,,116.1,697.2,,
NVDA,20737.6,260783763.5,20848.6,260784473.5,,,111.0,710.0,,
PLTR,20737.6,260783763.5,20851.5,260784476.3,,,113.9,712.8,,
TSLA,20737.6,260783763.5,20853.9,260784478.7,,,116.3,715.2,,
NVDA,20912.1,260903951.7,21026.1,260904829.5,,,114.1,877.8,,
PLTR,20912.1,260903951.7,21029.0,260904832.3,,,116.9,880.6,,
TSLA,20912.1,260903951.7,21031.4,260904834.7,,,119.3,883.0,,
NVDA,21089.5,261023202.6,21202.5,261023923.4,,,113.0,720.8,,
PLTR,21089.5,261023202.6,21205.3,261023926.2,,,115.8,723.6,,
TSLA,21089.5,261023202.6,21207.7,261023928.6,,,118.2,726.0,,
NVDA,21263.8,261143279.4,21376.3,261143983.9,,,112.5,704.5,,
PLTR,21263.8,261143279.4,21379.2,261143986.7,,,115.3,707.3,,
TSLA,21263.8,261143279.4,21381.6,261143989.2,,,117.7,709.7,,
NVDA,21441.0,261263442.2,21553.1,261264241.9,,,112.1,799.7,,
PLTR,21441.0,261263442.2,21555.9,261264244.7,,,114.9,802.5,,
TSLA,21441.0,261263442.2,21558.3,261264247.1,,,117.3,804.9,,
NVDA,21616.8,261383609.9,21728.4,261384325.6,,,111.6,715.6,,
PLTR,21616.8,261383609.9,21730.9,261384328.0,,,114.1,718.1,,
TSLA,21616.8,261383609.9,21733.7,261384330.8,,,116.9,720.9,,
NVDA,21792.7,261503692.3,21906.1,261504422.3,,,113.3,730.0,,
PLTR,21792.7,261503692.3,21908.9,261504425.2,,,116.2,732.8,,
TSLA,21792.7,261503692.3,21911.4,261504427.6,,,118.7,735.3,,
NVDA,21969.3,261623829.0,22083.0,261624537.0,,,113.7,708.0,,
PLTR,21969.3,261623829.0,22085.8,261624539.7,,,116.5,710.8,,
TSLA,21969.3,261623829.0,22088.2,261624542.1,,,118.9,713.1,,
NVDA,22145.1,261743899.2,22257.7,261744590.5,,,112.6,691.3,,
PLTR,22145.1,261743899.2,22260.5,261744593.2,,,115.4,694.0,,
TSLA,22145.1,261743899.2,22262.9,261744595.6,,,117.8,696.4,,
NVDA,22320.7,261863958.7,22431.0,261864661.9,,,110.3,703.2,,
PLTR,22320.7,261863958.7,22433.9,261864664.7,,,113.2,706.0,,
TSLA,22320.7,261863958.7,22436.3,261864667.1,,,115.6,708.4,,
NVDA,22494.5,261983063.4,22607.4,261983756.4,,,112.8,692.9,,
PLTR,22494.5,261983063.4,22609.8,261983758.8,,,115.3,695.4,,
TSLA,22494.5,261983063.4,22612.2,261983761.2,,,117.7,697.7,,
NVDA,22669.9,262103113.9,22782.8,262103858.3,,,112.9,744.4,,
PLTR,22669.9,262103113.9,22785.7,262103861.2,,,115.8,747.2,,
TSLA,22669.9,262103113.9,22788.1,262103863.6,,,118.2,749.6,,
NVDA,22846.9,262223239.2,22957.8,262223966.3,,,110.9,727.1,,
PLTR,22846.9,262223239.2,22960.7,262223969.2,,,113.8,729.9,,
TSLA,22846.9,262223239.2,22963.1,262223971.6,,,116.2,732.3,,
NVDA,23021.3,262343326.5,23133.3,262344042.6,,,112.0,716.1,,
PLTR,23021.3,262343326.5,23136.2,262344045.5,,,114.9,719.0,,
TSLA,23021.3,262343326.5,23138.6,262344047.9,,,117.3,721.4,,
NVDA,23196.0,262463438.2,23305.8,262464172.0,,,109.8,733.8,,
PLTR,23196.0,262463438.2,23308.7,262464174.9,,,112.7,736.7,,
TSLA,23196.0,262463438.2,23311.5,262464177.8,,,115.6,739.6,,
NVDA,23368.1,262583533.9,23478.7,262584233.7,,,110.6,699.9,,
PLTR,23368.1,262583533.9,23481.2,262584236.2,,,113.0,702.3,,
TSLA,23368.1,262583533.9,23483.5,262584238.6,,,115.4,704.7,,
NVDA,23542.3,262703626.7,23656.8,262705055.2,,,114.5,1428.5,,
PLTR,23542.3,262703626.7,23659.2,262705057.6,,,116.9,1430.9,,
TSLA,23542.3,262703626.7,23662.1,262705060.4,,,119.8,1433.8,,
NVDA,23718.8,262823420.3,23831.1,262824122.5,,,112.3,702.3,,
PLTR,23718.8,262823420.3,23833.6,262824125.0,,,114.8,704.7,,
TSLA,23718.8,262823420.3,23836.0,262824127.3,,,117.1,707.0,,
NVDA,23895.1,262943518.0,24007.1,262944233.8,,,112.0,715.7,,
PLTR,23895.1,262943518.0,24009.6,262944236.2,,,114.4,718.2,,
TSLA,23895.1,262943518.0,24011.9,262944238.6,,,116.8,720.6,,
NVDA,24068.9,263063761.2,24182.4,263064597.8,,,113.5,836.5,,
PLTR,24068.9,263063761.2,24185.2,263064600.6,,,116.3,839.4,,
TSLA,24068.9,263063761.2,24187.6,263064603.0,,,118.7,841.7,,
NVDA,24243.5,263183976.4,24356.5,263184675.1,,,113.0,698.7,,
PLTR,24243.5,263183976.4,24359.0,263184677.6,,,115.5,701.2,,
TSLA,24243.5,263183976.4,24361.4,263184680.0,,,117.9,703.6,,
NVDA,24419.2,263303036.8,24530.9,263303742.0,,,111.7,705.2,,
PLTR,24419.2,263303036.8,24533.3,263303744.4,,,114.1,707.6,,
TSLA,24419.2,263303036.8,24535.6,263303746.8,,,116.5,710.0,,
NVDA,24591.2,263423125.9,24701.7,263423849.9,,,110.6,724.0,,
PLTR,24591.2,263423125.9,24704.6,263423852.8,,,113.4,726.9,,
TSLA,24591.2,263423125.9,24707.0,263423855.2,,,115.9,729.3,,
NVDA,24764.4,263543241.3,24875.6,263543950.0,,,111.2,708.6,,
PLTR,24764.4,263543241.3,24878.0,263543952.4,,,113.6,711.0,,
TSLA,24764.4,263543241.3,24880.4,263543954.7,,,116.0,713.4,,
NVDA,24938.3,263663317.0,25049.1,263664005.1,,,110.8,688.0,,
PLTR,24938.3,263663317.0,25051.9,263664007.9,,,113.6,690.8,,
TSLA,24938.3,263663317.0,25054.3,263664010.2,,,116.0,693.2,,
NVDA,25111.0,263783376.8,25225.0,263784073.6,,,114.0,696.8,,
PLTR,25111.0,263783376.8,25227.9,263784076.4,,,116.9,699.6,,
TSLA,25111.0,263783376.8,25230.3,263784078.8,,,119.3,702.1,,
NVDA,25288.5,263903442.3,25399.6,263904142.4,,,111.1,700.1,,
PLTR,25288.5,263903442.3,25402.5,263904145.3,,,113.9,703.0,,
TSLA,25288.5,263903442.3,25404.9,263904147.7,,,116.4,705.4,,
NVDA,25463.9,264023507.8,25578.2,264024228.8,,,114.3,721.0,,
PLTR,25463.9,264023507.8,25580.6,264024231.3,,,116.7,723.5,,
TSLA,25463.9,264023507.8,25582.9,264024233.6,,,119.1,725.8,,
NVDA,25641.0,264143619.8,25752.9,264144346.0,,,111.9,726.2,,
PLTR,25641.0,264143619.8,25755.8,264144348.8,,,114.7,729.0,,
TSLA,25641.0,264143619.8,25758.2,264144351.2,,,117.1,731.4,,
NVDA,25816.3,264263715.5,25929.3,264264418.6,,,113.0,703.1,,
PLTR,25816.3,264263715.5,25932.2,264264421.5,,,116.0,706.0,,
TSLA,25816.3,264263715.5,25934.7,264264423.9,,,118.4,708.4,,
NVDA,25994.6,264383798.8,26106.6,264384506.5,,,111.9,707.7,,
PLTR,25994.6,264383798.8,26109.4,264384509.3,,,114.7,710.4,,
TSLA,25994.6,264383798.8,26111.7,264384511.6,,,117.1,712.8,,
NVDA,26170.1,264503885.0,26281.2,264504625.9,,,111.1,740.9,,
PLTR,26170.1,264503885.0,26284.0,264504628.7,,,113.9,743.7,,
TSLA,26170.1,264503885.0,26286.4,264504631.1,,,116.3,746.1,,
NVDA,26343.9,264624032.4,26454.2,264624726.8,,,110.3,694.4,,
PLTR,26343.9,264624032.4,26457.1,264624729.7,,,113.2,697.3,,
TSLA,26343.9,264624032.4,26459.5,264624732.1,,,115.6,699.7,,
NVDA,26517.7,264743101.4,26631.5,264743833.4,,,113.8,732.1,,
PLTR,26517.7,264743101.4,26634.4,264743836.2,,,116.7,734.9,,
TSLA,26517.7,264743101.4,26636.8,264743838.7,,,119.1,737.3,,
NVDA,26694.9,264863205.6,26808.4,264863895.9,,,113.5,690.3,,
PLTR,26694.9,264863205.6,26811.3,264863898.7,,,116.3,693.1,,
TSLA,26694.9,264863205.6,26813.7,264863901.1,,,118.8,695.5,,
NVDA,26872.2,264983272.0,26984.5,264983997.5,,,112.2,725.5,,
PLTR,26872.2,264983272.0,26987.3,264984000.4,,,115.1,728.4,,
TSLA,26872.2,264983272.0,26989.8,264984002.9,,,117.6,730.9,,
NVDA,27046.3,265103457.1,27158.7,265104197.9,,,112.4,740.8,,
PLTR,27046.3,265103457.1,27161.6,265104200.7,,,115.2,743.7,,
TSLA,27046.3,265103457.1,27164.0,265104203.2,,,117.6,746.1,,
NVDA,27223.9,265223571.6,27337.3,265224279.7,,,113.4,708.2,,
PLTR,27223.9,265223571.6,27340.1,265224282.5,,,116.2,710.9,,
TSLA,27223.9,265223571.6,27342.5,265224284.9,,,118.6,713.3,,
NVDA,27402.2,265343631.6,27514.3,265344344.7,,,112.1,713.1,,
PLTR,27402.2,265343631.6,27517.1,265344347.5,,,115.0,715.9,,
TSLA,27402.2,265343631.6,27519.5,265344350.0,,,117.4,718.4,,
NVDA,27575.3,265463717.0,27687.1,265464444.8,,,111.8,727.8,,
GOOGL,27575.3,265463717.0,27689.8,265464447.5,27692.4,265464567.0,114.5,730.5,117.1,850.0
PLTR,27575.3,265463717.0,27712.8,265464698.7,,,137.4,981.7,,
COST,27575.3,265463717.0,27715.2,265464701.2,27717.8,265464829.5,139.9,984.2,142.5,1112.5
TSLA,27575.3,265463717.0,27738.1,265464966.7,,,162.8,1249.7,,
NVDA,27796.4,265583381.7,27910.0,265584109.4,,,113.6,727.8,,
PLTR,27796.4,265583381.7,27912.8,265584112.3,,,116.5,730.6,,
TSLA,27796.4,265583381.7,27915.3,265584114.7,,,118.9,733.0,,
NVDA,27972.2,265703491.4,28084.0,265704197.7,,,111.8,706.3,,
PLTR,27972.2,265703491.4,28086.9,265704200.5,,,114.6,709.1,,
TSLA,27972.2,265703491.4,28089.2,265704202.9,,,117.0,711.5,,
